"n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","PGNA"
2995,"V333199_L3058_1_C.jpg",NA,525.8213,0,NA,0,0,NA,0,1,101.8676,0,10,0,0,0,5,132.0341,0,NA,NA,0,186,517.0542,586.7282,NA,NA,0
2996,"V333199_L3058_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,714.8629,0
2997,"V333199_L3058_1_P.jpg",NA,494.6813,0,NA,0,0,NA,0,1,100.8464,0,9,10,0,0,0,117.1537,0,NA,NA,0,185.4427,NA,NA,NA,713.8992,NA
2998,"V333200_L3059_1_P.jpg",3120.822,NA,0,NA,0,0,NA,0,1,133.9291,0,10,0,19,0,5,148.4924,0,NA,NA,0,NA,473.9715,NA,79.8812,705.3127,0
2999,"V333202_L3061_1_P.jpg",2840.5311,363.2436,0,NA,0,0,NA,0,0,NA,0,0,0,18,14,4,130.2498,0,NA,NA,0,50.2892,347.4953,NA,127.2792,718.1539,NA
3000,"V333203_L3062_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,5,108.0417,0,NA,NA,0,NA,429.042,366.3687,112.6099,672.328,0
3001,"V333204_L3063_1_P.jpg",NA,523.2399,0,NA,0,0,NA,0,0,NA,1,0,0,0,13,0,NA,0,NA,NA,0,NA,597.0678,NA,163.7681,702.519,0
3002,"V333205_L3064_1_P.jpg",NA,396.0004,0,NA,0,0,NA,1,1,120.8305,0,9,9,17,0,0,110,0,NA,NA,0,NA,NA,NA,NA,727.9588,0
3003,"V333206_L3065_1_P.jpg",NA,463.0254,0,NA,0,0,NA,0,1,91.2414,0,10,8,17,13,5,124.4548,0,NA,NA,0,NA,NA,NA,NA,NA,0
3004,"V333206_L3065_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,705.1596,0
3005,"V333207_L3066_1_P.jpg",NA,599.2479,0,NA,0,0,NA,0,1,164.0152,0,8,0,0,0,4,128.1601,0,NA,NA,0,162.0278,NA,NA,NA,718.5798,NA
3006,"V333208_L3067_1_P.jpg",NA,527.2643,0,NA,0,0,NA,0,0,NA,0,8,6,0,0,0,NA,0,NA,NA,0,NA,612.6402,522.1647,247.6449,742.4284,0
3007,"V333209_L3068_1_P.jpg",NA,388.6868,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,130.4898,704.7092,0
3008,"V333210_L3069_1_P.jpg",NA,NA,0,NA,0,1,230.8679,0,1,NA,0,0,0,0,0,5,169.068,0,NA,NA,0,NA,NA,NA,NA,698.5814,0
3009,"V333211_L3070_1_P.jpg",4114.5226,483.1514,0,NA,0,0,NA,0,1,108.074,0,0,0,0,0,5,84.0952,0,NA,NA,0,NA,536.7308,NA,NA,716.1787,0
3010,"V333212_L3071_1_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,249.0181,NA,0,584.4382,468.0481,435.0414,NA,708.6353,NA
3011,"V333213_L3072_1_P.jpg",5262.6199,608.9033,0,NA,0,0,NA,0,1,121.8236,0,8,7,16,0,0,108.3744,0,NA,NA,0,NA,NA,NA,229.6519,726.8796,0
3012,"V333217_L3076_1_P.jpg",NA,434.4796,0,NA,0,0,NA,0,1,103.9663,0,8,0,16,0,6,63.0714,0,NA,NA,0,NA,NA,NA,NA,646.366,0
3013,"V333220_L3079_1_P.jpg",5073.1261,577.3791,0,NA,0,0,NA,0,1,105.9056,0,0,0,0,0,4,124,0,NA,NA,0,NA,572.8944,NA,266.8333,636.4527,0
3014,"V333236_L3095_1_P.jpg",4500.7182,525.3416,1,308.1039,0,1,474.721,0,1,155.5892,0,8,9,18,0,6,128.5613,2,NA,516.1085,0,621.7524,NA,NA,190.8298,664.5901,NA
3015,"V333274_L3133_1_P.jpg",5409.9227,622.6257,1,314.8142,0,1,419.3567,0,1,212.0472,0,12,9,19,0,5,187.542,2,516.732,602.0664,0,1112.6563,757.9261,922.6158,285.2367,671.6785,NA
3016,"V333282_L3141_1_C.jpg",NA,457.648,0,NA,0,0,NA,0,1,93.9149,0,0,0,0,14,6,102,0,NA,NA,0,NA,416.7733,531.6014,109.4897,687.0066,0
3017,"V333319_L3178_1_P.jpg",NA,635.2698,0,NA,0,1,252.2856,0,1,101.9804,0,0,0,16,15,5,100.7174,0,NA,NA,0,219.2715,838.284,664.3613,NA,705.056,NA
3018,"V333323_L3182_1_P.jpg",3703.7172,442.7259,0,NA,0,0,NA,0,1,37.9473,0,8,8,16,12,5,123.9113,0,NA,NA,0,162.0278,369.0122,539.5415,NA,642.5675,NA
3019,"V333329_L3189_1_P.jpg",4277.2178,558.2237,0,NA,0,0,NA,0,1,74.7262,0,8,8,18,13,4,161.2452,0,NA,NA,0,128.9961,622.254,NA,212.0377,644.1118,NA
3020,"V333346_L3206_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,84.4808,0,0,0,0,0,5,123.3288,0,NA,NA,0,NA,NA,NA,NA,NA,0
3021,"V333346_L3206_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,531.686,184.1765,678.6634,0
3022,"V333347_L3207_1_P.jpg",4088.8062,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
3023,"V333347_L3207_1_P.jpg",NA,515.0714,0,NA,0,0,NA,0,1,101.1929,0,0,0,0,0,5,100.3195,0,NA,NA,0,NA,NA,NA,122.1147,737.9214,0
3024,"V333349_L3209_1_P.jpg",4320.0741,NA,0,NA,0,0,NA,0,1,101.9804,0,0,0,0,0,5,92.7793,0,NA,NA,0,NA,683.3447,597.9298,180.1777,736.2717,0
3025,"V333350_L3210_1_P.jpg",3776.0191,461.6171,0,NA,0,0,NA,0,0,NA,0,0,0,17,11,3,148.8624,0,NA,NA,0,NA,374.4222,529.6036,92.3472,751.4253,0
3026,"V333351_L3211_1_P.jpg",3399.3905,428.0596,0,NA,0,0,NA,0,1,83.4086,0,0,0,0,0,0,NA,0,NA,NA,0,NA,452.6422,520.4633,124.8879,748.7269,0
3027,"V333352_L3212_1_P.jpg",4339.9834,545.7947,0,NA,0,0,NA,0,1,89.4427,0,9,6,15,13,7,92,0,NA,NA,0,NA,585.3683,451.7876,145.3823,733.8774,0
3028,"V333353_L3213_1_P.jpg",NA,401.1132,0,NA,0,0,NA,0,1,81.8841,0,10,0,0,13,6,107.0794,0,NA,NA,0,213.1901,223.5554,457.1925,112.9292,729.8637,NA
3029,"V333354_L3214_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,76.3675,0,0,0,0,0,0,NA,0,NA,NA,0,NA,434.2027,344.8956,NA,638.2037,0
3030,"V333375_L3216_1_P.jpg",NA,480.597,0,NA,0,0,NA,0,1,92.3472,0,0,0,17,0,0,104.9952,0,NA,NA,0,NA,NA,NA,NA,738.0027,0
3031,"V333376_L3217_1_P.jpg",2251.102,NA,0,NA,0,1,205.4556,0,1,77.8203,0,9,10,19,0,5,87.8635,0,NA,NA,0,70.7107,311.7435,300.8056,82.801,753.1959,NA
3032,"V333377_L3218_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,117.1537,0,11,0,15,0,0,NA,0,NA,NA,0,NA,NA,660.1704,NA,750.5998,0
3033,"V333378_L3219_1_P.jpg",NA,537.946,0,NA,0,0,NA,0,1,72.111,0,0,0,0,0,0,NA,0,NA,NA,0,NA,638.6611,584.3424,NA,745.2999,0
3034,"V333380_L3221_1_P.jpg",NA,310.1231,0,NA,0,0,NA,0,1,80.6102,0,0,0,20,0,4,69.0652,0,NA,NA,0,NA,NA,NA,NA,740.0338,0
3035,"V333381_L3222_1_P.jpg",3457.7938,419.0387,0,NA,0,0,NA,0,1,110.3087,0,9,9,17,13,5,81.0555,0,NA,NA,0,171.2367,468.2403,NA,NA,738.0976,NA
3036,"V333382_L3223_1_P.jpg",NA,425.7246,0,NA,0,0,NA,0,1,130.5986,0,8,8,18,11,5,153.1013,0,NA,NA,0,136.8211,452.0708,578.1349,NA,723.3035,NA
3037,"V333388_L3229_1_P.jpg",3116.0231,395.7605,0,NA,0,0,NA,0,1,127.059,0,0,0,17,0,5,89.4427,0,NA,NA,0,NA,460.4693,NA,156.4609,737.8347,0
3038,"V333389_L3230_1_P.jpg",NA,442.4368,0,NA,0,0,NA,0,1,114.9783,0,0,0,0,0,4,101.3903,0,NA,NA,0,NA,377.3274,428.439,154.7773,745.6004,0
3039,"V333391_L3232_1_P.jpg",NA,482.5522,0,NA,0,0,NA,0,1,90.6863,0,0,0,0,0,4,104,0,NA,NA,0,NA,487.0154,500.6875,184.6943,764.1989,0
3040,"V333392_L3233_1_P.jpg",NA,559.5083,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,717.4078,0
3041,"V333394_L3236_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,88.3629,0,0,0,17,14,6,126.3012,0,NA,NA,0,NA,521.8582,653.9113,NA,760.5156,0
3042,"V333403_L3245_1_P.jpg",2433.3403,NA,0,NA,0,0,NA,0,1,84.8528,0,0,0,0,0,7,NA,0,NA,NA,0,NA,373.2801,334.5504,126.0357,750.054,0
3043,"V333404_L3246_1_P.jpg",2341.6114,284.2491,1,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
3044,"V333404_L3246_1_P.jpg",NA,NA,0,252.9822,0,1,339.8411,0,1,140.1856,0,8,9,18,12,4,112,0,NA,NA,0,158.0127,344.8188,370.6966,137.884,751.883,0
3045,"V333405_L3247_1_P.jpg",NA,472.7257,0,NA,0,0,NA,1,1,110.0182,0,0,0,0,0,0,NA,0,NA,NA,0,NA,415.7162,334.383,132.6198,762.0709,0
3046,"V333409_L3251_1_P.jpg",NA,569.8312,0,NA,0,0,NA,0,0,NA,0,0,0,16,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,764.2513,0
3047,"V333410_L3252_1_C.jpg",NA,NA,0,NA,0,0,NA,0,1,94.1488,0,9,0,0,0,6,88.0909,0,NA,NA,0,160.4494,448.4462,492.0163,164.4384,739.0589,NA
3048,"V333410_L3252_1_P.jpg",3900.2051,522.1596,0,NA,0,0,NA,0,1,82.4621,0,8,0,16,12,6,104.69,0,NA,NA,0,NA,NA,NA,193.0389,746.3618,0
3049,"V333411_L3253_1_P.jpg",2991.4893,367.1791,0,NA,0,0,NA,0,1,85.0412,0,0,0,17,0,5,93.723,0,NA,NA,0,159.2482,430.0698,452.8664,NA,649.1595,NA
3050,"V333412_L3254_1_P.jpg",NA,475.7483,0,NA,0,0,NA,1,1,139.9428,0,9,8,0,14,0,NA,0,NA,NA,0,152.0526,513.7782,NA,108.074,647.8642,NA
3051,"V333413_L3255_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,139.5421,0,0,0,0,0,6,136.8211,0,NA,NA,0,178.3928,702.3276,NA,160.798,749.293,NA
3052,"V333414_L3256_1_P.jpg",2616.9098,NA,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,745.8606,0
3053,"V333415_L3257_1_P.jpg",NA,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,803.2932,274.0219,739.6432,0
3054,"V333416_L3258_1_P.jpg",3255.0276,408.9717,0,NA,0,0,NA,0,0,NA,0,10,9,18,13,6,96.7471,0,NA,NA,0,136.6236,420.1071,483.9215,108.1665,732.1537,NA
3055,"V333418_L3260_2_P.jpg",3123.582,380.7494,1,223.1412,0,1,118.4567,0,1,115.447,0,0,0,17,11,4,NA,0,NA,NA,0,179.6886,NA,452.3538,101.9804,735.9348,NA
3056,"V333419_L3261_1_P.jpg",NA,479.3594,0,NA,0,0,NA,0,1,108.0417,0,8,8,17,12,5,99.0454,0,NA,NA,0,168.6683,NA,NA,NA,732.8847,NA
3057,"V333420_L3262_1_P.jpg",3394.6654,447.5064,0,NA,0,0,NA,0,1,114.2366,0,0,0,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,748.4384,0
3058,"V333421_L3263_1_P.jpg",NA,451.844,0,NA,1,0,NA,1,1,126.4634,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,768.7087,0
3059,"V333422_L3264_1_P.jpg",NA,459.5914,0,NA,0,0,NA,0,1,61.7738,0,10,0,0,0,5,138.9748,0,NA,NA,0,NA,NA,NA,NA,732.0061,0
3060,"V333423_L3265_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,46.9574,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,732.3012,0
3061,"V333425_L3267_1_P.jpg",1795.2632,NA,0,NA,0,0,NA,0,1,47.0744,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,731.5436,0
3062,"V333426_L3268_1_P.jpg",NA,384.6944,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,739.973,0
3063,"V333427_L3269_1_P.jpg",4841.0329,NA,0,NA,0,0,NA,0,1,138.1593,0,0,0,0,0,0,NA,0,NA,NA,0,159.8499,608.1184,NA,313.5602,731.9563,NA
3064,"V333428_L3270_1_P.jpg",4866.5405,556.6109,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,425.2058,NA,109.8362,748.8658,0
3065,"V333429_L3271_1_P.jpg",5224.4594,NA,1,233.6921,0,1,272.9176,0,1,NA,0,0,0,17,0,0,174.1034,2,366.786,NA,0,507.4879,589.7423,588,120,742.159,NA
3066,"V333431_L3273_1_P.jpg",3490.2034,499.9986,0,NA,0,0,NA,0,1,NA,0,0,0,16,0,5,109.8362,0,NA,NA,0,NA,519.5075,412.3882,118.4567,728.5932,0
3067,"V333432_L3274_1_P.jpg",3916.1941,466.6985,0,NA,0,0,NA,0,1,124.5793,0,10,10,16,0,5,156,0,NA,NA,0,NA,447.0347,546.1135,195.3458,774.8239,0
3068,"V333435_L3277_1_P.jpg",2610.974,326.7014,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,752.3065,0
3069,"V333436_L3278_1_P.jpg",3866.8768,439.7176,0,NA,0,0,NA,0,1,86.1626,0,0,0,18,13,5,72.111,0,NA,NA,0,NA,540.1185,NA,139.9428,745.815,0
3070,"V333437_L3279_1_P.jpg",NA,368.8031,0,NA,0,0,NA,0,1,97.1648,0,10,9,18,13,5,99.0454,0,NA,NA,0,NA,493.1876,317.0505,NA,750.4619,0
3071,"V333438_L3280_1_P.jpg",NA,437.3487,0,NA,1,0,NA,0,0,NA,0,0,0,0,13,4,94.7259,0,NA,NA,0,NA,321.8959,373.3644,161.5549,756.7615,0
3072,"V333439_L3281_1_P.jpg",NA,465.6889,0,NA,0,1,218.5498,0,1,111.8928,0,0,0,0,12,5,105.603,0,NA,NA,0,135.3514,449.8044,479.3537,NA,746.4047,NA
3073,"V333440_L3282_1_P.jpg",NA,371.2023,0,NA,0,0,NA,0,0,NA,1,0,0,17,0,0,NA,0,NA,NA,0,NA,NA,NA,107.4717,745.0154,0
3074,"V333441_L3283_1_P.jpg",NA,514.2197,0,NA,0,0,NA,0,1,116.0689,0,0,0,0,0,2,183.8695,0,NA,NA,0,NA,332.9625,NA,NA,753.2861,0
3075,"V333442_L3284_1_P.jpg",3817.3499,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,769.4154,0
3076,"V333443_L3285_1_P.jpg",3675.6477,NA,0,NA,0,0,NA,0,1,79.2591,0,6,0,0,0,5,129.0349,0,NA,NA,0,174.9286,426.8548,476.1313,115.2562,707.5486,NA
3077,"V333446_L3288_1_P.jpg",NA,302.6256,0,NA,0,0,NA,0,1,85.0412,0,0,0,0,0,4,67.4685,0,NA,NA,0,NA,NA,NA,NA,761.5143,0
3078,"V333447_L3289_1_P.jpg",4057.6013,543.9334,0,NA,0,0,NA,0,1,117.7115,0,0,0,19,0,4,199.92,0,NA,NA,0,NA,NA,NA,168.7602,659.1752,0
3079,"V333448_L3290_1_P.jpg",4026.7982,490.3795,0,NA,0,1,230.7553,0,1,115.3776,0,10,9,17,14,5,119.3315,0,NA,NA,0,169.1863,530.6901,649.4552,193.6595,667.7125,NA
3080,"V333450_L3292_1_P.jpg",4903.305,NA,0,NA,0,0,NA,0,1,88.5438,0,0,0,0,0,0,NA,0,NA,NA,0,NA,731.1361,456.0702,152.3155,766.509,0
3081,"V333451_L3293_1_P.jpg",NA,NA,0,NA,0,1,144,0,1,92.6121,0,0,0,18,0,4,123,0,NA,NA,0,NA,355.0282,419.9679,81.6088,667.1881,0
3082,"V333452_L3294_1_P.jpg",NA,387.8486,0,NA,0,0,NA,0,0,NA,0,0,0,17,0,0,NA,0,NA,NA,0,NA,456.0702,365.6009,150.3596,751.1165,0
3083,"V333454_L3296_1_P.jpg",3929.7125,510.1528,0,NA,0,0,NA,0,1,112.0714,0,0,0,15,0,5,121.062,0,NA,NA,0,NA,536.6563,517.1305,133.2066,767.2079,0
3084,"V333456_L3298_1_P.jpg",3885.483,466.8322,1,167.8392,0,1,276.4073,0,1,97.3499,0,0,0,17,14,5,99.7246,0,NA,NA,0,NA,509.8676,538.2054,157.8354,757.3143,0
3085,"V333457_L3299_1_P.jpg",NA,232.1055,0,NA,0,0,NA,0,1,73.7564,0,9,0,0,0,7,NA,0,NA,NA,0,69.3463,257.0431,280.1298,NA,757.2979,NA
3086,"V333458_L3300_1_P.jpg",NA,NA,1,265.4449,0,1,398.4696,0,1,146.3865,0,0,0,0,0,0,NA,0,NA,NA,0,140.264,456.2565,546.4037,134.1641,736.4679,NA
3087,"V333460_L3202_1_P.jpg",NA,426.9022,0,NA,0,0,NA,0,1,149.1878,0,0,10,0,12,4,170.1558,0,NA,NA,0,174.4133,NA,NA,NA,751.0133,NA
3088,"V333460_L3302_1_C.jpg",NA,447.3578,0,NA,0,0,NA,0,1,158.66,0,0,9,0,12,5,125.3196,0,NA,NA,0,179.4492,NA,NA,NA,755.6487,NA
3089,"V333462_L3304_1_P.jpg",NA,340.1404,0,NA,0,1,286.3983,0,1,118.9285,0,10,0,17,15,6,121.7539,0,NA,NA,0,79.6994,NA,NA,NA,735.527,NA
3090,"V333463_L3305_1_P.jpg",NA,571.3128,0,NA,0,0,NA,0,1,127.122,0,9,10,18,14,5,129.1201,0,NA,NA,0,NA,726.3718,NA,NA,738.799,0
3091,"V333465_L3307_1_P.jpg",NA,390.5137,0,NA,0,0,NA,0,1,78.2304,0,0,0,17,0,5,102.1763,0,NA,NA,0,NA,NA,NA,NA,735.7404,0
3092,"V333466_L3308_1_P.jpg",3307.5799,384.7154,0,NA,0,0,NA,0,1,75.8947,0,0,0,17,0,5,66.2722,0,NA,NA,0,NA,NA,421.2944,77.4209,731.7172,0
3093,"V333467_L3309_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,120.337,0,0,14,0,0,5,129.0349,0,NA,NA,0,214.6625,519.6585,480.2999,NA,735.612,NA
3094,"V333469_L3311_1_P.jpg",NA,416.8429,0,NA,0,0,NA,0,1,29.6985,0,0,0,0,0,4,80.7775,0,NA,NA,0,NA,394.2005,501.8974,101.5135,759.4801,0
3095,"V333470_L3312_1_P.jpg",1614.1202,207.4841,0,NA,0,0,NA,0,1,83.5225,0,8,8,17,13,3,124.0161,0,NA,NA,0,NA,NA,NA,NA,760.6524,0
3096,"V333471_L3313_1_P.jpg",4030.4064,450.4483,0,NA,0,0,NA,0,0,NA,0,8,9,17,15,5,106.7333,0,NA,NA,0,148.2161,441.9774,393.6496,132.9662,744.4945,NA
3097,"V333476_L3318_1_P.jpg",2383.0388,298.3302,0,NA,0,0,NA,0,1,81.939,0,9,8,18,13,5,118.3765,0,NA,NA,0,NA,NA,306.7197,104.1393,733.8235,0
3098,"V333477_L3319_1_P.jpg",2402.0824,318.9529,0,NA,0,0,NA,0,1,65.1153,0,0,0,16,14,4,89.1964,0,NA,NA,0,NA,294.727,285.391,NA,641.5232,0
3099,"V333483_L3325_1_P.jpg",3317.6015,419.6812,0,NA,0,0,NA,0,0,NA,0,8,0,17,0,4,74.4043,0,NA,NA,0,105.2236,456.4384,518.9065,154.5574,728.1428,NA
3100,"V333484_L3326_1_P.jpg",2961.1763,374.4541,0,NA,0,0,NA,0,0,NA,0,0,0,19,0,3,117.8813,0,NA,NA,0,NA,389.0758,377.595,104.9571,734.4794,0
3101,"V333485_L3327_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,91.586,0,0,0,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,730.0425,0
3102,"V333486_L3328_1_P.jpg",NA,467.9232,0,NA,0,0,NA,0,1,85.3815,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,447.1208,137.1167,740.4897,0
3103,"V333487_L3329_1_P.jpg",3363.1658,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,432.1851,285.2367,193.5355,745.2999,0
3104,"V333488_L3330_1_P.jpg",NA,459.1494,1,130.7517,0,1,239.416,0,1,122.1966,0,0,0,0,0,6,77.666,0,NA,NA,0,NA,NA,NA,NA,756.0026,0
3105,"V333489_L3331_1_P.jpg",NA,528.5069,0,NA,0,0,NA,0,1,150.6254,0,8,0,0,0,5,108.074,0,NA,NA,0,175.8636,579.5446,NA,229.5387,735.2279,NA
3106,"V333490_L3332_1_C.jpg",NA,506.9653,0,NA,0,0,NA,0,1,117,0,0,0,0,0,0,66.2722,0,NA,NA,0,204.0221,533.376,NA,NA,723.3547,NA
3107,"V333491_L3333_1_P.jpg",3567.0202,459.1939,0,NA,0,0,NA,0,1,84.9058,0,0,0,0,0,4,102.0441,0,NA,NA,0,99.0454,NA,440.1931,94.8683,738.8775,NA
3108,"V333492_L3334_1_P.jpg",4022.0373,NA,0,NA,0,0,NA,0,1,176.0454,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,173.6663,777.3185,0
3109,"V333493_L3335_1_P.jpg",NA,375.9484,0,NA,0,0,NA,0,1,103.3151,0,9,8,17,15,0,96.6075,0,NA,NA,0,NA,424.2322,350.9102,NA,729.4998,0
3110,"V333498_L3340_1_P.jpg",NA,424.6605,0,NA,0,0,NA,0,1,85.9593,0,10,7,19,12,7,87.4643,0,NA,NA,0,81.4985,327.8796,NA,NA,727.1953,NA
3111,"V333500_L3342_1_P.jpg",4397.0481,579.5733,0,NA,0,0,NA,0,0,NA,0,10,8,17,13,5,108.6646,0,NA,NA,0,NA,532.3758,620.3225,NA,744.5267,0
3112,"V333504_L3346_1_P.jpg",4026.4347,410.5906,0,NA,0,0,NA,0,1,64.4127,0,11,8,18,14,6,61.1882,0,NA,NA,0,NA,550.7268,548.8934,136.4588,653.8142,0
3113,"V333505_L3347_1_P.jpg",NA,401.4552,0,NA,0,0,NA,0,1,129.0349,0,0,0,16,13,5,144.2498,0,NA,NA,0,NA,NA,NA,NA,775.3303,0
3114,"V333506_L3348_1_P.jpg",5002.5933,579.3225,0,NA,0,0,NA,0,1,104.9571,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
3115,"V333506_L3348_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,17,14,5,136.0625,0,NA,NA,0,NA,794.2241,700.4663,234.7105,750.054,0
3116,"V333507_L3349_1_P.jpg",NA,347.9929,0,NA,0,0,NA,0,0,NA,0,8,0,0,0,5,85.3288,0,NA,NA,0,134.1641,NA,390.6917,148.0068,745.1845,0
3117,"V333507_L3349_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,14,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
3118,"V333508_L3350_1_P.jpg",NA,409.9895,0,NA,0,0,NA,0,1,109.2016,0,0,0,16,0,4,77.8845,0,NA,NA,0,NA,NA,NA,NA,747.4758,0
3119,"V333509_L3351_1_P.jpg",3525.1167,476.1204,0,NA,0,0,NA,0,1,76.9415,0,0,0,0,0,5,92.7793,0,NA,NA,0,NA,544.9404,527.7878,113.2784,755.8307,0
3120,"V333510_L3352_1_P.jpg",3532.0362,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,453.8546,167.9047,747.7433,0
3121,"V333511_L3353_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,78.2304,0,0,0,0,14,5,67.082,0,NA,NA,0,NA,516.0785,NA,156.6046,748.6848,0
3122,"V333512_L3354_1_P.jpg",NA,408.4279,0,NA,0,0,NA,0,1,136.0294,0,0,0,0,14,6,117.9576,0,NA,NA,0,NA,543.2983,535.4643,98.0867,775.6784,0
3123,"V333513_L3355_1_P.jpg",NA,401.8909,0,NA,0,0,NA,0,1,136.6236,0,0,0,0,13,5,85.3815,0,NA,NA,0,145.1206,328.9757,409.0795,123,744.0544,NA
3124,"V333518_L3360_1_P.jpg",NA,453.2426,0,NA,0,0,NA,0,1,97.1648,0,0,0,0,0,5,81.2219,0,NA,NA,0,NA,NA,NA,NA,NA,0
3125,"V333518_L3360_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,56.6039,NA,0
3126,"V333518_L3360_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,754.7251,0
3127,"V333520_L3362_1_P.jpg",5169.1907,569.179,0,NA,0,0,NA,0,0,NA,0,9,0,0,0,5,162,0,NA,NA,0,NA,554.5052,NA,252.642,760.5104,0
3128,"V333521_L3363_1_P.jpg",NA,358.0695,0,NA,0,0,NA,0,0,NA,0,0,0,0,14,5,54.0833,0,NA,NA,0,90.1998,461.1908,NA,NA,773.1041,NA
3129,"V333523_L3365_1_P.jpg",2999.79,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,770.1824,0
3130,"V333525_L3367_1_P.jpg",NA,426.6411,0,NA,0,0,NA,0,1,119.4362,0,10,8,0,12,4,147.0306,0,NA,NA,0,224.1986,521.7068,477.6788,136.6236,789.0912,NA
3131,"V333526_L3368_1_P.jpg",5306.582,579.0231,0,NA,0,0,NA,0,1,110.1454,0,9,8,17,14,5,133.2216,0,NA,NA,0,162.9969,582.2783,805.0963,NA,769.8961,NA
3132,"V333528_L3370_1_P.jpg",4564.0631,621.9399,0,NA,0,0,NA,0,1,149.9333,0,0,0,0,0,5,144.8862,0,NA,NA,0,NA,574.4423,602.4616,224.3212,776.0412,0
3133,"V333529_L3371_1_P.jpg",NA,726.9769,1,NA,0,0,NA,0,1,135.1333,0,10,11,17,12,0,NA,0,NA,NA,0,NA,NA,NA,NA,792.0057,0
3134,"V333530_L3372_1_P.jpg",NA,587.2419,0,NA,0,0,NA,0,1,142.9405,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,798.8992,0
3135,"V333531_L3373_1_P.jpg",NA,NA,0,NA,0,1,256.1269,0,1,115.8016,0,0,0,17,12,4,96.421,0,NA,NA,0,NA,403.4861,502.641,NA,774.2848,0
