UCMP #,L -SPEC,STRAT (cm),PS,DSP,PT,CT,CSTRAT,ISTRAT,YEAR,INT,REGURG
,4258,298.1,        .   ,        .   ,        .   ,        .   ,283.6,503.65,16451.127,16500,
,4259,271.7,1,1,5,2,262.7,524.55,17127.929,17250,
,4260,299.6,1,        .   ,        .   ,        .   ,285.15,502.1,16400.933,16500,
,4261.1,303.3,2.5,1,6,2,288.85,498.4,16281.117,16500,
,4261.2,303.3,1,        .   ,        .   ,        .   ,288.85,498.4,16281.117,16500,
,4262,293.5,1,        .   ,        .   ,        .   ,279,508.25,16600.088,16750,
,4263,293.2,1,1,5,2,278.7,508.55,16609.803,16750,
,4264.1,294.1,1,        .   ,        .   ,        .   ,279.6,507.65,16580.658,16750,
,4264.2,294.1,1,        .   ,        .   ,        .   ,279.6,507.65,16580.658,16750,
,4265,291.4,1,1,5,2,276.9,510.35,16668.092,16750,
,4266,291.3,2.2,1,5,2,276.8,510.45,16671.331,16750,
,4267,290.7,1,2,        .   ,        .   ,281.2,506.05,16528.846,16750,
,4268,290.4,1,1,5,2,280.9,506.35,16538.561,16750,
,4269,299.7,1,1,5,2,285.25,502,16397.695,16500,
,4270,296.8,1,        .   ,        .   ,        .   ,282.3,504.95,16493.225,16500,
,4271,308.1,1,2,5,2,293.65,493.6,16125.679,16250,
,4272,270.8,        .   ,        .   ,        .   ,        .   ,261.8,525.45,17157.074,17250,
,4273,307,1,1,5,2,292.55,494.7,16161.3,16250,
,4274,293.5,1,2,        .   ,        .   ,279,508.25,16600.088,16750,
,4275,299.4,1,1,        .   ,        .   ,284.9,502.35,16409.029,16500,
,4276,287.7,1,1,        .   ,        .   ,278.2,509.05,16625.994,16750,
,4277.1,291.3,1,1,        .   ,        .   ,276.8,510.45,16671.331,16750,
,4277.2,291.3,0,1,5,3,276.8,510.45,16671.331,16750,
,4278,296.8,1,0,6,2,282.3,504.95,16493.225,16500,
,4279,311.3,1,1,5,2,296.85,490.4,16022.053,16250,
,4280,297.4,1,1,5,2,282.9,504.35,16473.795,16500,
,4281,271.1,1,1,5,3,262.1,525.15,17147.359,17250,
,4282,310.6,1,0,4,1,296.15,491.1,16044.721,16250,
,4283.1,270.4,1,1,5,2,261.4,525.85,17170.027,17250,
,4283.2,270.4,1,1,5,2,261.4,525.85,17170.027,17250,
,4284,298.6,1,2,5,3,284.1,503.15,16434.935,16500,3
,4285,301.3,1,        .   ,        .   ,        .   ,286.85,500.4,16345.882,16500,
,4286,269.3,        .   ,        .   ,        .   ,        .   ,260.3,526.95,17205.648,17250,
,4287,300,1,2,5,3,285.55,501.7,16387.98,16500,
,4288,303.4,        .   ,1,5,3,288.95,498.3,16277.878,16500,
,4289,301.1,1,2,5,2,286.65,500.6,16352.359,16500,
,4290,283.5,1,        .   ,        .   ,        .   ,274.05,513.2,16760.384,17000,
,4291,291,1,        .   ,        .   ,        .   ,281.5,505.75,16519.131,16750,
,4292,293.2,        .   ,1,5,3,278.7,508.55,16609.803,16750,
,4293,298.8,1,1,5,1,284.3,502.95,16428.459,16500,
,4294,292.3,        .   ,1,5,2,277.8,509.45,16638.948,16750,
,4295,293.2,1,        .   ,        .   ,        .   ,278.7,508.55,16609.803,16750,
,4296,300,        .   ,1,5,2,285.55,501.7,16387.98,16500,
,4297,299.1,1,1,5,2,284.6,502.65,16418.744,16500,
,4298,290.8,1,1,5,2,281.3,505.95,16525.607,16750,
,4299,292.2,1,1,6,5,277.7,509.55,16642.186,16750,
,4300.1,292.2,1,1,6,2,277.7,509.55,16642.186,16750,
,4300.2,292.2,1,        .   ,        .   ,        .   ,277.7,509.55,16642.186,16750,
,4301.1,292.3,1,1,5,2,277.8,509.45,16638.948,16750,
,4301.2,292.3,        .   ,        .   ,        .   ,        .   ,277.8,509.45,16638.948,16750,
,4301.3,292.3,2,        .   ,5,2,277.8,509.45,16638.948,16750,
,4301.4,292.3,1,1,        .   ,        .   ,277.8,509.45,16638.948,16750,
,4302,298.4,        .   ,1,6,3,283.9,503.35,16441.412,16500,
,4303,304.2,1,2,5,2,289.75,497.5,16251.972,16500,
,4304,291.3,1,1,5,1,276.8,510.45,16671.331,16750,
,4305,289.9,1,1,        .   ,        .   ,280.4,506.85,16554.752,16750,
,4306,267.8,        .   ,        .   ,        .   ,        .   ,258.8,528.45,17254.223,17500,
,4307,288,1,        .   ,        .   ,        .   ,278.5,508.75,16616.28,16750,
,4308,287.7,        .   ,        .   ,        .   ,        .   ,278.2,509.05,16625.994,16750,
,4309,289.9,1,        .   ,        .   ,        .   ,280.4,506.85,16554.752,16750,3
,4310,305.1,1,1,5,2,290.65,496.6,16222.827,16250,
,4311.1,288.4,1,1,5,2,278.9,508.35,16603.326,16750,
,4311.2,288.4,1,1,4,1,278.9,508.35,16603.326,16750,
,4312,297.4,1,1,5,3,282.9,504.35,16473.795,16500,
,4313,267.3,1,2,5,3,258.3,528.95,17270.414,17500,
,4314,267.4,1,1,        .   ,        .   ,258.4,528.85,17267.176,17500,
,4315,290.4,        .   ,1,5,2,280.9,506.35,16538.561,16750,
,4316,303.8,1,1,        .   ,        .   ,289.35,497.9,16264.925,16500,
,4317,304.2,1,2,5,3,289.75,497.5,16251.972,16500,
,4318,304.6,        .   ,        .   ,        .   ,        .   ,290.15,497.1,16239.019,16250,
,4319,303,1,1,5,3,288.55,498.7,16290.831,16500,
,4320,266.2,1,1,5,3,257.45,529.8,17297.94,17500,
,4321,304.1,1,1,5,2,289.65,497.6,16255.21,16500,
,4322,310.6,1,3,5,2,296.15,491.1,16044.721,16250,
,4323,289.1,1,1,5,3,279.6,507.65,16580.658,16750,
,4324,288.4,        .   ,1,5,2,278.9,508.35,16603.326,16750,
,4325,266.6,        .   ,        .   ,        .   ,        .   ,257.1,530.15,17309.274,17500,
,4326,301.1,        .   ,        .   ,        .   ,        .   ,286.65,500.6,16352.359,16500,
,4327,293.3,        .   ,2,5,3,278.8,508.45,16606.565,16750,
,4328,302.2,1,        .   ,        .   ,        .   ,287.75,499.5,16316.738,16500,
,4329,301.1,1,2,5,2,286.65,500.6,16352.359,16500,
,4330,301.3,1,        .   ,        .   ,        .   ,286.85,500.4,16345.882,16500,
,4331,288.5,2.4,2,7,5,279,508.25,16600.088,16750,
,4332,301.1,1,1,        .   ,        .   ,286.65,500.6,16352.359,16500,
,4333,279,1.2,2,        .   ,        .   ,269.55,517.7,16906.107,17000,
,4334,266.8,1,0,        .   ,        .   ,257.3,529.95,17302.797,17500,
,4335,278.9,1,2,6,4,269.45,517.8,16909.345,17000,
,4336,279.6,1,1,6,2,270.15,517.1,16886.677,17000,
,4337,280,2.2,        .   ,        .   ,        .   ,270.55,516.7,16873.724,17000,
,4338,304,1,1,5,2,289.55,497.7,16258.449,16500,
,4339,304.2,1,1,5,2,289.75,497.5,16251.972,16500,
,4340,301.4,1,1,        .   ,        .   ,286.95,500.3,16342.644,16500,
,4341,301.4,1,2,5,3,286.95,500.3,16342.644,16500,
,4342,304.2,1.4,1,5,2,289.75,497.5,16251.972,16500,
,4343,304.2,1,1,5,2,289.75,497.5,16251.972,16500,
,4344,310.5,2.2,        .   ,        .   ,        .   ,296.05,491.2,16047.96,16250,
,4345,303.6,1,1,6,2,289.15,498.1,16271.402,16500,
,4346,303.8,1,2,6,3,289.35,497.9,16264.925,16500,
,4347,303.8,1,        .   ,        .   ,        .   ,289.35,497.9,16264.925,16500,
,4348,291.2,1,        .   ,        .   ,        .   ,276.7,510.55,16674.569,16750,
,4349,291.3,2.4,1,5,2,276.8,510.45,16671.331,16750,
,4350,279.6,        .   ,1,        .   ,        .   ,270.15,517.1,16886.677,17000,
,4351,308.1,1,1,5,2,293.65,493.6,16125.679,16250,
,4352,309.9,1,1,5,2,295.45,491.8,16067.389,16250,
,4353,279.9,1,1,5,2,270.45,516.8,16876.962,17000,
,4354,303.7,1,2,5,2,289.25,498,16268.163,16500,
,4355,279.6,1,        .   ,        .   ,        .   ,270.15,517.1,16886.677,17000,
,4356,279.9,1,1,        .   ,        .   ,270.45,516.8,16876.962,17000,
,4357,280.1,1,1,5,2,270.65,516.6,16870.485,17000,
,4358,303.4,        .   ,        .   ,        .   ,        .   ,288.95,498.3,16277.878,16500,
,4359.1,279.5,3,1,5,3,270.05,517.2,16889.915,17000,
,4359.2,279.5,        .   ,        .   ,        .   ,        .   ,270.05,517.2,16889.915,17000,
,4359.3,279.5,        .   ,        .   ,        .   ,        .   ,270.05,517.2,16889.915,17000,
,4359.4,279.5,1,1,6,2,270.05,517.2,16889.915,17000,
,4360,278.2,1.2,1,5,2,268.75,518.5,16932.013,17000,
,4361,300.3,1,1,5,2,285.85,501.4,16378.265,16500,
,4362,278.9,1,1,4,1,269.45,517.8,16909.345,17000,3
,4363,303.6,        .   ,        .   ,        .   ,        .   ,289.15,498.1,16271.402,16500,
,4364,278.9,1,1,5,2,269.45,517.8,16909.345,17000,
,4365,303.5,1,2,5,2,289.05,498.2,16274.64,16500,
,4366,279.9,        .   ,        .   ,        .   ,        .   ,270.45,516.8,16876.962,17000,
,4367,279.7,1,        .   ,        .   ,        .   ,270.25,517,16883.439,17000,
,4368,280.1,1,1,5,2,270.65,516.6,16870.485,17000,
,4369,279.2,1,        .   ,        .   ,        .   ,269.75,517.5,16899.63,17000,
,4370,279.3,1,1,5,2,269.85,517.4,16896.392,17000,
,4371,300.4,1,        .   ,5,2,285.95,501.3,16375.027,16500,
,4372,278.9,1,1,6,2,269.45,517.8,16909.345,17000,
,4373,311,1,0,5,2,296.55,490.7,16031.768,16250,3
,4374,300.4,1,        .   ,        .   ,        .   ,285.95,501.3,16375.027,16500,
,4375,314.6,1,0,        .   ,        .   ,299.45,487.8,15937.858,16000,
,4376,312.3,1,3,6,4,297.85,489.4,15989.67,16000,
,4377,300.3,1,        .   ,        .   ,        .   ,285.85,501.4,16378.265,16500,
,4378,278.6,1,1,6,2,269.15,518.1,16919.06,17000,
,4379,279.6,1,        .   ,        .   ,        .   ,270.15,517.1,16886.677,17000,
,4380,278.8,1,1,        .   ,        .   ,269.35,517.9,16912.583,17000,
,4381,300.1,        .   ,        .   ,        .   ,        .   ,285.65,501.6,16384.742,16500,
,4382,278.5,3,1,6,3,269.05,518.2,16922.298,17000,
,4383,317.2,1,1,5,2,302.05,485.2,15853.662,16000,
,4384,279.3,1.2,1,5,3,269.85,517.4,16896.392,17000,
,4385,304.2,1.2,1,5,2,289.75,497.5,16251.972,16500,
,4386,277.8,        .   ,1,5,3,268.35,518.9,16944.966,17000,
,4387,307.4,1,2,6,5,292.95,494.3,16148.347,16250,
,4388,279.7,1,        .   ,        .   ,        .   ,270.25,517,16883.439,17000,
,4389,307.1,1,1,5,2,292.65,494.6,16158.062,16250,3
,4390,279.2,1,        .   ,        .   ,        .   ,269.75,517.5,16899.63,17000,
,4391,279.1,        .   ,1,5,2,269.65,517.6,16902.868,17000,3
,4392,310,1,        .   ,        .   ,        .   ,295.55,491.7,16064.151,16250,
,4393,308.7,1,2,5,3,294.25,493,16106.249,16250,
,4394,308.5,1,1,6,2,294.05,493.2,16112.725,16250,
,4395,309.8,2,1,5,2,295.35,491.9,16070.628,16250,
,4396,278.4,1,1,5,2,268.95,518.3,16925.536,17000,3
,4397,284.7,1,1,        .   ,        .   ,275.25,512,16721.524,16750,
,4398,284.6,1,        .   ,        .   ,        .   ,275.15,512.1,16724.762,16750,
,4399,304.3,1,1,5,2,289.85,497.4,16248.734,16250,
,4400,311.2,1,1,5,2,296.75,490.5,16025.292,16250,
,4401,300.2,1,2,6,3,285.75,501.5,16381.504,16500,
,4402,311.8,1,1,5,2,297.35,489.9,16005.862,16250,
,4403,310,1,2,6,3,295.55,491.7,16064.151,16250,
,4404,284.3,1,1,5,2,274.85,512.4,16734.477,16750,
,4405,311.5,1,0,5,2,297.05,490.2,16015.577,16250,
,4406,313.5,1,1,5,2,298.35,488.9,15973.479,16000,
,4407,312,1,        .   ,        .   ,        .   ,297.55,489.7,15999.385,16000,
,4408,310.6,1,2,5,2,296.15,491.1,16044.721,16250,
,4409,310.1,1,1,5,2,295.65,491.6,16060.913,16250,
,4410,300.6,1,1,6,3,286.15,501.1,16368.55,16500,
,4411,304.5,1,1,5,3,290.05,497.2,16242.257,16250,
,4412,279.4,0,3,5,3,269.95,517.3,16893.153,17000,
,4413,300.5,1,1,5,2,286.05,501.2,16371.789,16500,
,4414,310.1,2.2,0,6,2,295.65,491.6,16060.913,16250,
,4415,310.6,1,1,5,1,296.15,491.1,16044.721,16250,
,4416,310.5,1,1,6,3,296.05,491.2,16047.96,16250,
,4417,303.5,1,2,5,3,289.05,498.2,16274.64,16500,
,4418,311.9,1,        .   ,        .   ,        .   ,297.45,489.8,16002.624,16250,
,4419,304.7,1,3,5,3,290.25,497,16235.781,16250,
,4420,305.3,        .   ,        .   ,        .   ,        .   ,290.85,496.4,16216.351,16250,
,4421,311.6,        .   ,1,5,2,297.15,490.1,16012.339,16250,
,4422,308.5,1,0,5,3,294.05,493.2,16112.725,16250,
,4423,308.5,1,0,5,2,294.05,493.2,16112.725,16250,
,4424,305.2,1,2,5,3,290.75,496.5,16219.589,16250,
,4425,308.9,1,1,5,3,294.45,492.8,16099.772,16250,
,4426,306.1,2,3,6,2,291.65,495.6,16190.444,16250,
,4427,318.4,        .   ,        .   ,        .   ,        .   ,303.25,484,15814.803,16000,
,4428,313.3,        .   ,1,5,2,298.15,489.1,15979.956,16000,
,4429,311.3,1,1,5,3,296.85,490.4,16022.053,16250,
,4430,306.3,1,        .   ,5,2,291.85,495.4,16183.968,16250,
,4431,305.2,1,1,4,1,290.75,496.5,16219.589,16250,
,4432,311.3,1,1,5,2,296.85,490.4,16022.053,16250,
,4433,311.6,1,1,5,2,297.15,490.1,16012.339,16250,
,4434,311.7,1,2,6,3,297.25,490,16009.1,16250,
,4435,306.8,        .   ,        .   ,        .   ,        .   ,292.35,494.9,16167.776,16250,
,4436,311.7,1,        .   ,        .   ,        .   ,297.25,490,16009.1,16250,
,4437,306.2,1,        .   ,        .   ,        .   ,291.75,495.5,16187.206,16250,
,4438,308,        .   ,        .   ,        .   ,        .   ,293.55,493.7,16128.917,16250,
,4439,313.1,1,0,5,3,298.65,488.6,15963.764,16000,
,4440,311.1,1,        .   ,        .   ,        .   ,296.65,490.6,16028.53,16250,
,4441.1,307.1,1,0,6,3,292.65,494.6,16158.062,16250,
,4441.2,307.1,1,        .   ,        .   ,        .   ,292.65,494.6,16158.062,16250,
,4442,313.4,1,0,5,2,298.25,489,15976.717,16000,
,4443,306.2,        .   ,3,6,3,291.75,495.5,16187.206,16250,
,4444,313.4,1,2,5,3,298.25,489,15976.717,16000,
,4445,304.3,1,1,6,2,289.85,497.4,16248.734,16250,
,4446,313,1,1,5,2,298.55,488.7,15967.002,16000,
,4447,313.8,        .   ,        .   ,        .   ,        .   ,298.65,488.6,15963.764,16000,
,4448,351.1,1,1,5,3,335,452.25,14786.646,15000,
,4449,309.6,1,1,5,2,295.15,492.1,16077.104,16250,3
,4450,351.8,1,2,5,2,335.7,451.55,14763.978,15000,
,4451,351.9,1,1,6,2,335.8,451.45,14760.739,15000,
,4452,315.6,1,3,        .   ,        .   ,300.45,486.8,15905.475,16000,
,4453,306.7,1,0,5,2,292.25,495,16171.015,16250,
,4454,312.5,1,1,5,2,298.05,489.2,15983.194,16000,
,4455,307.3,1,1,6,2,292.85,494.4,16151.585,16250,
,4456,314.4,1,1,        .   ,        .   ,299.25,488,15944.334,16000,
,4457,351.1,1,2,6,3,335,452.25,14786.646,15000,
,4458,311.8,        .   ,        .   ,        .   ,        .   ,297.35,489.9,16005.862,16250,
,4459,310.7,        .   ,        .   ,6,2,296.25,491,16041.483,16250,
,4460,315.7,1,2,5,3,300.55,486.7,15902.237,16000,
,4461,350.1,1,        .   ,        .   ,        .   ,334,453.25,14819.029,15000,
,4462,351.7,1,1,5,2,335.6,451.65,14767.216,15000,3
,4463,314.4,        .   ,2,        .   ,        .   ,299.25,488,15944.334,16000,
,4464,310.1,1,2,5,2,295.65,491.6,16060.913,16250,3
,4465,313.8,3,2,5,3,298.65,488.6,15963.764,16000,
,4466,306.9,        .   ,        .   ,        .   ,        .   ,292.45,494.8,16164.538,16250,
,4467,321.8,0,1,5,2,306.65,480.6,15704.701,15750,
,4468,321.1,        .   ,1,5,2,305.95,481.3,15727.369,15750,
,4469,307.1,        .   ,        .   ,        .   ,        .   ,292.65,494.6,16158.062,16250,
,4470,316.1,1.4,        .   ,        .   ,        .   ,300.95,486.3,15889.283,16000,
,4471,307.7,1,2,6,2,293.25,494,16138.632,16250,
,4472,309.5,1,2,        .   ,        .   ,295.05,492.2,16080.343,16250,
,4473,311.5,1,1,5,2,297.05,490.2,16015.577,16250,
,4474,308.1,1,1,        .   ,        .   ,293.65,493.6,16125.679,16250,
,4475,315.2,        .   ,        .   ,        .   ,        .   ,300.05,487.2,15918.428,16000,
,4476,307.4,1,        .   ,5,2,292.95,494.3,16148.347,16250,
,4477,319.4,        .   ,2,6,2,304.25,483,15782.42,16000,
,4478,317.9,2,1,6,3,302.75,484.5,15830.994,16000,
,4479,315.6,1,1,        .   ,        .   ,300.45,486.8,15905.475,16000,4
,4480,317.9,1.4,1,        .   ,        .   ,302.75,484.5,15830.994,16000,
,4481,317.7,1,1,5,2,302.55,484.7,15837.471,16000,
,4482,317.9,1,        .   ,        .   ,        .   ,302.75,484.5,15830.994,16000,
,4483,323.6,        .   ,2,5,3,308.45,478.8,15646.412,15750,
,4484,313.7,1,1,5,2,298.55,488.7,15967.002,16000,
,4485,317,        .   ,        .   ,        .   ,        .   ,301.85,485.4,15860.139,16000,3
,4486,315.1,1,1,4,2,299.95,487.3,15921.666,16000,
,4487,313.3,1,1,5,2,298.15,489.1,15979.956,16000,
,4488,324.9,        .   ,        .   ,        .   ,        .   ,309.75,477.5,15604.314,15750,
,4489,308,1,1,5,1,293.55,493.7,16128.917,16250,
,4490,308,1,1,5,2,293.55,493.7,16128.917,16250,
,4491,308.1,        .   ,        .   ,        .   ,        .   ,293.65,493.6,16125.679,16250,
,4492,308.1,1,3,5,3,293.65,493.6,16125.679,16250,
,4493,315.9,1,2,5,2,300.75,486.5,15895.76,16000,
,4494,318.7,1,2,5,2,303.55,483.7,15805.088,16000,
,4495,324.7,        .   ,1,        .   ,        .   ,309.55,477.7,15610.791,15750,
,4496,322.2,1,2,5,3,307.05,480.2,15691.748,15750,
,4497,316.4,        .   ,2,        .   ,        .   ,301.25,486,15879.569,16000,
,4498.1,317.1,3,        .   ,5,2,301.95,485.3,15856.901,16000,
,4498.2,317.1,        .   ,        .   ,        .   ,        .   ,301.95,485.3,15856.901,16000,
,4499,317.2,0,1,5,1,302.05,485.2,15853.662,16000,
,4500,320,        .   ,        .   ,        .   ,        .   ,304.85,482.4,15762.99,16000,
,4501,322.3,1,2,5,3,307.15,480.1,15688.509,15750,
,4502,317.9,1,1,5,2,302.75,484.5,15830.994,16000,
,4503,317.9,        .   ,2,5,2,302.75,484.5,15830.994,16000,
,4504,317.9,1,1,5,2,302.75,484.5,15830.994,16000,
,4505,317.9,1,        .   ,        .   ,        .   ,302.75,484.5,15830.994,16000,
,4506,317.9,1,1,5,2,302.75,484.5,15830.994,16000,
,4507.1,316.8,1,        .   ,        .   ,        .   ,301.65,485.6,15866.615,16000,3
,4507.2,316.8,        .   ,3,5,2,301.65,485.6,15866.615,16000,
,4508,320.8,1,        .   ,        .   ,        .   ,305.65,481.6,15737.084,15750,
,4509,319.8,        .   ,        .   ,        .   ,        .   ,304.65,482.6,15769.467,16000,
,4510,319.7,        .   ,        .   ,        .   ,        .   ,304.55,482.7,15772.705,16000,
,4511,320.6,        .   ,        .   ,        .   ,        .   ,305.45,481.8,15743.56,15750,
,4512,320.4,        .   ,        .   ,        .   ,        .   ,305.25,482,15750.037,16000,
,4513,317.1,1,        .   ,        .   ,        .   ,301.95,485.3,15856.901,16000,
,4514,320.8,1,1,5,2,305.65,481.6,15737.084,15750,
,4515,337.8,1,0,5,2,321.8,465.45,15214.1,15250,
,4516,335.6,        .   ,        .   ,        .   ,        .   ,319.6,467.65,15285.342,15500,
,4517,317.6,1,1,        .   ,        .   ,302.45,484.8,15840.709,16000,
,4518,317.5,1,        .   ,        .   ,        .   ,302.35,484.9,15843.947,16000,
,4519,338.3,        .   ,1,5,2,322.3,464.95,15197.909,15250,
,4520,322.3,1,3,        .   ,        .   ,307.15,480.1,15688.509,15750,
,4521,319.4,1,2,        .   ,        .   ,304.25,483,15782.42,16000,
,4522,322.1,1,2,        .   ,        .   ,306.95,480.3,15694.986,15750,
,4523,322.8,1,        .   ,5,3,307.65,479.6,15672.318,15750,
,4524,322.1,1,        .   ,        .   ,        .   ,306.95,480.3,15694.986,15750,
,4525,321.9,3,1,        .   ,        .   ,306.75,480.5,15701.463,15750,
,4526,322,0,3,6,3,306.85,480.4,15698.224,15750,
,4527.1,321.6,1,1,5,2,306.45,480.8,15711.178,15750,
,4527.2,321.6,1,        .   ,        .   ,        .   ,306.45,480.8,15711.178,15750,
,4528,323.4,        .   ,        .   ,        .   ,        .   ,308.25,479,15652.888,15750,
,4529,322.4,        .   ,1,6,3,307.25,480,15685.271,15750,
,4530,324,        .   ,        .   ,        .   ,        .   ,308.85,478.4,15633.459,15750,
,4531,321.1,3,        .   ,        .   ,        .   ,305.95,481.3,15727.369,15750,
,4532,337.7,1,2,5,3,321.7,465.55,15217.338,15250,
,4533,322.1,1,1,5,2,306.95,480.3,15694.986,15750,
,4534,322.2,1,1,5,2,307.05,480.2,15691.748,15750,
,4535,334.7,        .   ,1,5,2,318.7,468.55,15314.487,15500,
,4536,309.4,        .   ,        .   ,        .   ,        .   ,294.95,492.3,16083.581,16250,
,4537,337.8,1,        .   ,5,2,321.8,465.45,15214.1,15250,
,4538,310,        .   ,        .   ,        .   ,        .   ,295.55,491.7,16064.151,16250,
,4539,310.5,1,2,5,3,296.05,491.2,16047.96,16250,
,4540,310.4,1,        .   ,6,2,295.95,491.3,16051.198,16250,
,4541,337.2,1,1,        .   ,        .   ,321.2,466.05,15233.53,15250,
,4542,308.6,        .   ,1,        .   ,        .   ,294.15,493.1,16109.487,16250,
,4543,319.3,1,        .   ,        .   ,        .   ,304.15,483.1,15785.658,16000,
,4544,343.1,2.2,1,4,1,327.1,460.15,15042.471,15250,
,4545,306.1,1.2,1,6,3,291.65,495.6,16190.444,16250,
,4546,306.1,1,2,5,3,291.65,495.6,16190.444,16250,
,4547,306.1,1,1,5,2,291.65,495.6,16190.444,16250,
,4548,334.5,        .   ,1,6,2,318.5,468.75,15320.964,15500,
,4549,321.5,        .   ,        .   ,        .   ,        .   ,306.35,480.9,15714.416,15750,
,4550.1,338.1,1,1,5,2,322.1,465.15,15204.385,15250,
,4550.2,338.1,        .   ,2,        .   ,        .   ,322.1,465.15,15204.385,15250,
,4551,339.6,2.2,2,5,2,323.6,463.65,15155.811,15250,
,4552,339.6,        .   ,        .   ,        .   ,        .   ,323.6,463.65,15155.811,15250,
,4553,307.7,1.2,1,5,2,293.25,494,16138.632,16250,
,4554,308.7,1,1,5,3,294.25,493,16106.249,16250,
,4555,340.3,1,        .   ,        .   ,        .   ,324.3,462.95,15133.143,15250,
,4556,324.1,        .   ,        .   ,        .   ,        .   ,308.95,478.3,15630.22,15750,
,4557,340.3,1,1,5,1,324.3,462.95,15133.143,15250,
,4558,317.7,1.6,1,5,2,302.55,484.7,15837.471,16000,
,4559,338.2,1,1,        .   ,        .   ,322.2,465.05,15201.147,15250,
,4560,311.4,1,1,5,2,296.95,490.3,16018.815,16250,
,4561,342.8,3,0,5,1,326.8,460.45,15052.185,15250,
,4562,321.8,1,1,5,2,306.65,480.6,15704.701,15750,
,4563,339.7,1,1,5,3,323.7,463.55,15152.572,15250,
,4564,338.5,1,        .   ,        .   ,        .   ,322.5,464.75,15191.432,15250,
